label,sub_bass,bass,lower_midrange,mid_range,higher_midrange,presence,brilliance
Frozen,34,76,64,1,2,0,72
Frozen,1,84,3,10,60,81,69
Frozen,17,46,46,3,9,3,32
Frozen,90,76,64,0,51,5,3
Frozen,56,76,80,0,92,1,73
Frozen,67,74,0,3,26,7,0
Frozen,14,78,41,1,26,30,2
Frozen,96,81,38,51,10,13,1
Frozen,9,66,4,7,25,52,0
Frozen,42,21,39,60,44,11,1
Frozen,6,66,24,10,87,2,9
Frozen,75,72,19,26,1,3,12
Frozen,86,37,64,66,50,43,0
Frozen,7,33,7,60,8,2,3
Frozen,90,62,41,2,44,18,3
Frozen,92,70,30,8,8,18,3
Frozen,67,4,39,73,63,29,82
Frozen,75,77,0,7,25,4,8
Frozen,85,65,8,15,14,97,0
Frozen,75,59,3,1,4,16,5
Frozen,1,0,40,1,5,19,76
Frozen,77,21,94,0,75,4,6
Frozen,6,69,32,0,72,80,13
Frozen,16,61,50,21,38,43,76
Frozen,99,99,0,22,88,0,91
Frozen,63,98,35,0,12,3,2
Frozen,30,96,9,7,2,5,1
Frozen,35,94,14,62,23,54,9
Frozen,74,63,1,8,43,1,5
Frozen,6,93,1,10,59,6,6
Frozen,77,62,41,3,10,99,92
Frozen,44,7,29,48,22,12,15
Frozen,98,99,49,27,21,11,5
Frozen,93,54,24,22,13,10,10
Frozen,40,52,84,1,3,2,7
Frozen,75,21,97,29,0,17,0
Frozen,64,58,7,0,44,24,5
Frozen,3,94,0,2,17,4,71
Frozen,43,59,66,0,14,60,0
Frozen,75,99,7,7,23,42,3
Frozen,59,21,33,31,0,13,37
Frozen,33,0,64,22,86,10,32
Frozen,75,71,33,44,9,14,4
Frozen,38,73,1,37,17,71,3
Frozen,74,31,20,96,13,23,0
Frozen,22,25,70,1,5,13,14
Frozen,90,58,59,30,28,8,0
Frozen,78,4,1,47,6,0,2
Frozen,63,90,0,8,27,3,0
Frozen,42,94,28,2,27,7,33
Frozen,81,73,66,24,71,16,74
Frozen,75,98,19,15,4,31,22
Frozen,75,72,13,3,46,36,1
Frozen,8,77,5,7,10,0,2
Frozen,51,98,64,1,21,10,14
Frozen,0,76,64,2,43,97,15
Frozen,0,99,44,14,98,0,32
Frozen,99,47,17,86,2,19,5
Frozen,70,28,54,17,33,12,11
Frozen,95,91,3,19,69,45,3
Frozen,7,90,3,6,32,2,17
Frozen,0,61,42,1,40,11,2
Frozen,94,12,27,79,5,94,2
Frozen,75,20,24,3,73,14,35
Frozen,75,73,25,8,9,38,6
Frozen,75,98,0,0,47,5,3
Frozen,8,2,4,34,57,61,87
Frozen,73,29,35,57,8,40,3
Frozen,0,2,67,96,2,12,17
Frozen,11,1,45,66,52,5,7
Frozen,96,31,63,2,2,5,8
Frozen,96,0,48,59,0,24,0
Frozen,81,72,9,0,0,0,1
Frozen,62,44,36,57,94,1,10
Frozen,91,94,20,94,51,15,0
Frozen,12,73,44,75,63,23,0
Frozen,12,98,22,23,62,17,87
Frozen,87,98,35,13,4,38,0
Frozen,27,98,25,47,19,11,11
Frozen,97,53,86,60,0,0,4
Frozen,3,79,9,1,90,3,71
Frozen,9,96,25,9,2,9,69
Frozen,90,74,9,12,13,98,0
Frozen,98,46,93,4,14,40,4
Frozen,77,64,45,2,11,98,1
Frozen,32,99,65,1,87,26,4
Frozen,8,2,5,23,20,1,88
Frozen,86,29,24,99,7,2,3
Frozen,39,99,27,6,92,1,7
Frozen,43,21,84,1,16,7,15
Frozen,75,63,45,79,24,43,1
Frozen,74,61,4,1,36,27,6
Frozen,75,49,0,6,59,0,7
Frozen,92,42,12,28,14,17,0
Frozen,26,96,16,56,54,12,1
Frozen,96,44,61,2,4,5,0
Frozen,58,0,3,59,1,49,91
Frozen,25,99,66,23,90,28,0
Frozen,47,15,67,1,4,9,26
Frozen,99,98,83,57,20,4,35
Frozen,98,81,55,5,47,37,3
Frozen,98,61,83,57,33,1,2
Frozen,48,95,79,1,6,0,75
Frozen,68,14,2,74,1,7,30
Frozen,40,5,67,1,12,28,1
Frozen,3,41,3,0,3,3,26
Frozen,90,10,10,89,1,8,5
Frozen,54,91,0,8,63,27,5
Frozen,99,97,86,22,83,7,0
Frozen,78,92,4,1,17,53,7
Frozen,31,71,21,98,7,96,3
Frozen,1,78,67,0,12,13,82
Frozen,99,95,90,59,20,10,65
Frozen,60,96,51,1,88,4,26
Frozen,76,88,5,14,52,2,19
Frozen,80,99,67,22,5,5,80
Frozen,17,59,60,75,1,13,98
Frozen,23,81,70,0,90,14,4
Frozen,57,60,0,1,57,84,3
Frozen,51,85,55,6,3,9,20
Frozen,12,88,36,12,53,8,9
Frozen,98,19,10,91,1,4,8
Frozen,82,94,40,13,4,97,95
Frozen,51,7,86,1,4,9,14
Frozen,8,70,27,1,16,15,0
Frozen,75,48,22,1,62,12,18
Frozen,47,21,83,2,14,10,4
Frozen,6,81,4,9,8,2,0
Frozen,1,58,45,0,0,99,1
Frozen,63,45,16,4,35,11,17
Frozen,92,73,65,29,3,16,77
Frozen,66,21,72,82,53,28,5
Frozen,97,28,13,99,17,37,11
Frozen,86,72,23,85,15,7,5
Frozen,1,79,5,1,0,48,6
Frozen,33,0,65,21,3,79,34
Frozen,43,5,7,75,0,0,12
Frozen,77,90,23,28,6,13,9
Frozen,16,72,23,0,34,98,0
Frozen,12,87,35,20,52,11,9
Frozen,88,86,83,11,37,2,3
Frozen,68,41,54,1,33,40,4
Frozen,9,66,60,74,0,0,2
Frozen,19,44,63,42,14,11,2
Frozen,75,0,83,3,70,3,32
Frozen,99,29,9,95,98,4,5
Frozen,94,21,21,78,58,12,3
Frozen,54,81,2,4,4,8,97
Frozen,38,95,29,10,73,27,11
Frozen,11,76,2,8,0,29,3
Frozen,99,91,97,77,1,0,96
Frozen,21,71,3,0,61,64,70
Frozen,2,78,5,1,25,4,14
Frozen,75,87,19,42,0,17,9
Frozen,63,5,49,78,67,1,2
Frozen,79,95,11,22,48,6,32
Frozen,2,76,7,7,51,3,6
Frozen,5,92,2,10,0,31,26
Frozen,33,0,67,0,6,0,0
Frozen,35,63,26,2,21,17,5
Frozen,82,60,56,60,24,11,7
Frozen,5,99,5,20,1,31,16
Frozen,3,60,40,2,59,32,0
Frozen,12,21,93,2,66,1,6
Frozen,1,99,62,2,61,15,24
Frozen,10,61,90,76,5,47,2
Frozen,41,96,70,23,3,8,28
Frozen,14,79,13,2,19,70,16
Frozen,40,78,57,83,4,99,97
Frozen,64,97,15,9,76,24,5
Frozen,92,46,35,11,1,0,15
Frozen,75,87,1,0,55,0,11
Frozen,39,43,15,0,3,84,1
Frozen,32,36,79,0,77,0,0
Frozen,32,5,8,67,51,24,0
Frozen,93,73,66,21,2,12,45
Frozen,77,0,8,50,24,21,27
Frozen,98,21,72,54,23,18,8
Frozen,52,94,25,11,0,26,31
Frozen,75,60,12,12,40,2,10
Frozen,11,5,61,1,5,13,79
Frozen,3,99,0,16,65,91,96
Frozen,65,47,85,0,2,5,75
Frozen,68,96,69,23,11,0,10
Frozen,94,75,0,0,1,78,0
Frozen,99,35,3,0,2,0,3
Frozen,23,79,0,0,34,17,2
Frozen,0,23,22,1,36,96,0
Frozen,75,5,71,67,0,18,1
Frozen,8,79,7,0,14,99,1
Frozen,57,59,0,0,15,30,1
Frozen,54,43,4,14,58,63,5
Frozen,73,21,90,0,4,52,23
Frozen,0,96,29,58,26,8,1
Hakuna,75,56,45,3,46,51,2
Hakuna,75,81,28,38,74,65,20
Hakuna,86,38,59,6,45,1,10
Hakuna,77,25,27,46,18,3,73
Hakuna,76,39,20,2,61,23,52
Hakuna,73,61,25,0,19,52,2
Hakuna,75,91,67,22,58,98,0
Hakuna,69,89,20,2,21,13,39
Hakuna,98,70,19,0,51,11,18
Hakuna,85,90,18,19,72,18,34
Hakuna,0,99,31,43,12,14,0
Hakuna,19,0,0,52,14,49,92
Hakuna,86,9,15,71,0,11,37
Hakuna,38,98,25,26,79,24,0
Hakuna,32,39,30,2,5,16,2
Hakuna,42,99,15,24,77,33,3
Hakuna,98,87,28,8,28,55,11
Hakuna,75,44,21,5,38,63,20
Hakuna,61,99,4,44,16,26,63
Hakuna,76,99,3,33,0,12,26
Hakuna,20,63,58,20,64,15,5
Hakuna,49,71,0,5,45,7,2
Hakuna,36,60,56,44,15,17,0
Hakuna,29,99,31,4,45,17,7
Hakuna,69,58,32,57,33,31,2
Hakuna,69,80,65,0,57,13,82
Hakuna,61,80,14,4,8,2,7
Hakuna,74,97,29,12,75,3,96
Hakuna,97,44,15,54,33,97,1
Hakuna,92,82,11,5,2,0,4
Hakuna,76,45,2,0,55,19,52
Hakuna,13,99,25,7,3,0,5
Hakuna,74,99,18,6,58,24,98
Hakuna,99,45,15,4,35,99,1
Hakuna,39,70,30,59,14,1,0
Hakuna,75,37,26,5,1,58,21
Hakuna,2,98,4,5,2,37,9
Hakuna,31,56,20,20,59,21,5
Hakuna,98,64,46,3,88,0,5
Hakuna,97,85,79,4,33,1,2
Hakuna,16,46,2,4,2,25,5
Hakuna,99,93,20,2,1,32,8
Hakuna,76,46,4,10,0,0,3
Hakuna,25,80,52,23,1,45,9
Hakuna,77,94,25,48,22,5,0
Hakuna,94,97,17,2,20,15,92
Hakuna,30,67,0,24,35,91,3
Hakuna,27,21,61,46,39,14,93
Hakuna,64,41,12,0,1,5,47
Hakuna,0,83,23,1,19,1,3
Hakuna,53,44,1,0,4,37,0
Hakuna,1,78,69,2,61,13,82
Hakuna,85,38,1,55,62,1,13
Hakuna,77,35,42,47,22,0,77
Hakuna,96,99,16,5,1,37,33
Hakuna,77,75,22,3,1,74,69
Hakuna,93,99,25,11,5,7,69
Hakuna,90,95,16,1,77,2,3
Hakuna,74,95,34,16,79,26,86
Hakuna,56,93,15,4,1,0,1
Hakuna,36,42,12,66,85,1,3
Hakuna,5,69,85,57,2,17,9
Hakuna,67,86,10,8,25,21,0
Hakuna,0,93,9,3,8,3,9
Hakuna,75,35,56,40,73,11,7
Hakuna,63,86,26,1,29,1,2
Hakuna,97,37,23,0,55,33,26
Hakuna,75,89,14,8,87,2,8
Hakuna,80,8,47,58,35,23,5
Hakuna,75,97,34,8,0,23,36
Hakuna,74,36,38,16,77,0,0
Hakuna,2,42,0,55,9,18,9
Hakuna,64,58,4,83,0,1,9
Hakuna,96,88,8,99,0,18,25
Hakuna,0,99,10,2,85,4,0
Hakuna,81,8,31,72,60,38,0
Hakuna,75,42,14,8,64,2,14
Hakuna,46,99,16,23,2,77,0
Hakuna,77,21,18,9,2,2,3
Hakuna,95,29,75,99,6,0,6
Hakuna,77,62,63,53,24,46,24
Hakuna,71,30,39,59,0,21,1
Hakuna,98,39,63,0,2,34,0
Hakuna,57,94,9,3,20,42,6
Hakuna,94,47,29,0,49,77,0
Hakuna,75,37,10,4,69,0,4
Hakuna,41,98,2,8,58,8,33
Hakuna,77,71,58,19,17,2,0
Hakuna,3,93,7,0,5,49,71
Hakuna,87,18,3,59,1,74,8
Hakuna,9,35,18,8,10,6,2
Hakuna,50,0,20,26,4,45,7
Hakuna,98,99,23,3,2,2,7
Hakuna,61,96,54,67,18,9,64
Hakuna,86,71,24,13,6,12,23
Hakuna,90,47,44,2,62,30,0
Hakuna,77,20,39,91,3,1,16
Hakuna,77,97,19,4,26,18,30
Hakuna,77,68,44,3,0,20,8
Hakuna,44,38,57,5,7,0,0
Hakuna,99,94,0,82,86,29,21
Hakuna,75,65,7,0,56,51,76
Hakuna,33,82,43,13,4,20,34
Hakuna,40,52,25,3,0,22,2
Hakuna,75,91,16,11,60,34,2
Hakuna,77,75,27,7,48,99,0
Hakuna,97,30,23,6,73,1,19
Hakuna,71,72,22,9,30,1,0
Hakuna,74,21,10,91,4,8,27
Hakuna,77,36,78,64,0,0,33
Hakuna,75,42,72,10,99,6,12
Hakuna,76,39,64,9,16,2,15
Hakuna,77,22,19,50,32,0,4
Hakuna,73,73,21,7,6,84,0
Hakuna,75,99,0,0,0,15,11
Hakuna,95,73,5,46,21,9,2
Hakuna,16,31,66,72,7,8,0
Hakuna,87,20,54,56,30,0,23
Hakuna,96,99,21,28,0,30,27
Hakuna,19,42,13,3,35,4,13
Hakuna,90,40,28,9,7,41,4
Hakuna,77,47,40,66,12,46,2
Hakuna,60,99,2,0,78,1,0
Hakuna,24,99,18,25,2,13,0
Hakuna,28,0,61,55,2,49,98
Hakuna,2,99,15,22,86,24,10
Hakuna,65,0,13,46,18,28,1
Hakuna,86,98,18,0,67,30,61
Hakuna,80,99,17,6,97,7,8
Hakuna,3,37,17,26,36,64,28
Hakuna,0,38,10,1,53,99,0
Hakuna,14,43,33,0,41,88,0
Hakuna,41,46,70,6,41,6,8
Hakuna,0,64,1,28,4,64,0
Hakuna,22,47,21,75,41,0,6
Hakuna,26,99,2,4,1,45,9
Hakuna,39,28,25,15,9,19,6
Hakuna,75,41,2,6,0,7,9
Hakuna,18,97,22,10,5,27,69
Hakuna,62,41,2,9,28,2,1
Hakuna,26,43,1,0,59,17,51
Hakuna,57,71,65,5,96,2,65
Hakuna,2,46,63,0,57,34,46
Hakuna,64,16,17,60,39,4,23
Hakuna,0,21,62,82,23,60,19
Hakuna,99,42,35,51,82,0,0
Hakuna,75,46,70,9,21,67,24
Hakuna,21,73,11,45,19,52,32
Hakuna,68,89,20,11,2,32,5
Hakuna,93,90,14,44,21,43,0
Hakuna,48,99,15,10,1,4,69
Hakuna,18,89,60,82,37,73,9
Hakuna,75,97,23,21,1,1,36
Hakuna,96,96,0,39,10,15,13
Hakuna,98,73,9,37,58,63,10
Hakuna,47,65,89,3,39,0,15
Hakuna,81,99,20,6,3,6,22
Hakuna,98,40,8,3,56,40,4
Hakuna,78,47,25,8,9,39,0
Hakuna,9,86,39,1,31,42,3
Hakuna,5,88,2,12,1,59,2
Hakuna,95,44,6,43,15,16,1
Hakuna,96,73,8,49,0,0,0
Hakuna,10,80,70,0,84,0,6
Hakuna,70,49,0,9,39,1,25
Hakuna,77,44,71,9,31,5,4
Hakuna,74,29,31,68,2,9,76
Hakuna,96,31,17,53,43,15,0
Hakuna,41,70,16,5,53,57,18
Hakuna,99,74,25,9,55,1,87
Hakuna,69,39,36,63,32,16,97
Hakuna,77,60,79,1,7,98,0
Hakuna,50,45,95,76,0,8,24
Hakuna,52,82,14,4,0,39,4
Hakuna,2,71,0,34,54,10,5
Hakuna,98,65,6,50,40,1,95
Hakuna,75,99,19,23,0,11,10
Hakuna,26,56,92,0,50,27,0
Hakuna,90,43,13,1,43,2,13
Hakuna,71,92,24,18,73,0,34
Hakuna,1,95,95,0,49,95,14
Hakuna,76,21,61,45,4,3,47
Hakuna,22,63,43,2,65,3,4
Hakuna,77,67,48,1,9,66,4
Hakuna,96,47,76,4,10,39,2
Hakuna,74,94,16,8,2,50,84
Hakuna,1,36,18,0,22,3,13
Hakuna,75,51,28,4,18,15,8
Hakuna,49,32,69,52,29,2,7
Hakuna,20,4,11,1,26,92,92
Hakuna,67,21,62,44,23,41,14
Hakuna,99,81,84,16,33,2,0
Hakuna,58,43,39,73,6,5,0
Hakuna,99,35,17,43,15,16,0
Hakuna,99,94,44,10,92,2,18
Hakuna,96,40,52,52,28,16,98
Hakuna,72,75,24,5,37,26,65
Hakuna,0,45,46,0,83,56,46
Hakuna,97,61,81,63,0,1,81
Hakuna,86,94,25,7,92,11,3
Hakuna,50,45,54,5,42,10,2
Hakuna,86,44,18,5,29,93,3
Hakuna,85,89,43,76,27,40,0
Hakuna,82,3,41,54,33,1,4
Hakuna,95,37,18,0,0,96,0
Hakuna,33,52,27,0,78,94,5
Hakuna,94,44,41,34,40,15,0
Hakuna,71,76,22,8,34,59,0
Hakuna,98,54,29,0,56,1,1
Hakuna,69,88,3,3,37,0,10
Hakuna,22,60,36,95,4,99,2
Hakuna,58,21,47,84,28,9,0
Hakuna,75,94,36,13,77,39,7
Hakuna,97,39,22,7,7,33,1
Hakuna,16,99,67,0,22,27,32
Hakuna,50,68,89,8,5,4,18
Hakuna,57,20,13,70,55,2,0
Hakuna,96,73,20,47,6,1,3
Hakuna,36,45,18,81,0,19,1
Hakuna,96,96,20,21,0,1,55
Hakuna,52,97,2,5,5,16,46
Hakuna,14,93,13,24,42,24,26
Hakuna,50,69,6,3,2,0,3
Hakuna,97,31,15,0,32,0,14
Hakuna,3,91,24,4,0,36,0
Hakuna,30,1,4,58,38,8,6
Hakuna,75,50,94,0,7,5,19
Hakuna,59,99,2,1,85,0,0
Hakuna,65,69,11,2,27,3,58
Hakuna,88,72,21,5,2,47,5
Hakuna,58,21,57,60,0,62,33
Hakuna,23,64,46,2,44,78,0
Hakuna,85,90,10,79,32,32,7
Hakuna,68,73,4,5,79,1,94
Hakuna,94,73,1,49,22,65,1
Hakuna,43,98,38,0,39,7,7
Hakuna,18,31,26,38,6,4,97
Hakuna,9,1,7,45,21,49,9
Hakuna,15,0,49,32,67,28,1
Hakuna,61,95,9,3,88,1,1
Hakuna,6,98,14,22,1,0,9
Hakuna,0,47,17,2,49,23,3
Hakuna,98,1,39,46,2,29,62
Hakuna,98,87,0,0,8,1,2
Hakuna,75,38,7,5,51,4,0
Hakuna,94,47,46,65,48,9,83
Hakuna,44,94,22,7,4,14,14
Hakuna,97,10,15,82,0,40,10
Hakuna,93,98,14,4,16,17,10
Hakuna,97,43,1,9,1,98,1
Hakuna,97,61,79,56,27,1,81
Hakuna,75,97,10,1,2,24,21
Hakuna,40,97,15,1,16,1,10
Hakuna,84,99,6,16,15,12,3
Hakuna,2,20,44,52,29,14,62
Hakuna,24,0,79,43,13,0,9
Hakuna,77,1,9,46,5,27,29
Hakuna,15,48,23,7,41,1,15
Hakuna,93,98,29,23,9,1,76
Hakuna,68,78,6,8,20,0,0
Hakuna,14,53,42,1,14,1,5
Hakuna,96,40,98,3,27,40,4
Hakuna,95,43,2,19,7,98,0
Hakuna,58,79,70,50,14,37,85
Hakuna,38,27,72,85,75,67,8
Hakuna,94,44,18,9,35,15,0
Hakuna,76,97,26,1,98,8,96
Hakuna,54,97,13,5,0,20,0
Hakuna,90,38,5,4,7,5,10
Hakuna,88,99,16,5,17,4,24
Hakuna,77,41,11,40,34,0,4
Hakuna,91,39,17,7,0,0,95
Hakuna,76,36,3,1,46,22,47
Hakuna,3,60,51,0,12,15,55
Hakuna,87,69,70,63,6,14,3
Hakuna,75,46,9,87,39,31,4
Hakuna,85,16,19,96,21,1,55
Hakuna,3,95,19,25,48,26,99
Hakuna,76,46,1,5,26,11,0
Hakuna,75,99,28,9,19,19,7
Hakuna,3,62,92,2,84,74,8
Hakuna,0,1,54,41,11,19,16
Hakuna,53,21,26,53,22,0,33
Hakuna,99,89,61,38,39,11,3
Hakuna,0,44,2,56,9,18,18
Hakuna,77,99,17,5,18,3,11
Hakuna,57,99,0,5,62,0,69
Hakuna,61,96,98,0,79,70,3
Hakuna,1,78,67,0,61,91,82
Hakuna,9,71,60,7,36,12,0
Hakuna,75,50,89,0,28,9,0
Hakuna,77,44,55,5,50,1,12
Hakuna,25,85,7,6,4,2,90
Hakuna,84,37,4,6,57,7,0
Hakuna,59,66,50,52,29,54,3
Hakuna,98,31,15,0,50,0,4
Hakuna,56,90,22,1,28,2,0
Hakuna,21,96,11,1,9,0,9
Hakuna,21,64,37,66,8,3,89
Hakuna,84,42,12,32,42,13,9
Hakuna,23,45,43,72,0,37,4
Hakuna,47,15,22,15,9,12,5
Hakuna,64,30,5,0,1,6,47
Hakuna,99,47,20,7,19,68,25
Hakuna,41,58,29,57,59,34,2
Hakuna,71,53,29,5,4,6,1
Hakuna,48,60,28,0,57,18,5
Hakuna,11,65,47,0,3,0,0
Hakuna,63,99,18,6,77,22,1
Hakuna,90,97,5,3,86,3,4
Hakuna,76,42,4,1,26,14,9
Hakuna,26,6,16,33,52,11,7
Hakuna,47,40,10,2,45,0,18
Hakuna,77,45,75,9,38,2,3
Hakuna,85,91,68,0,26,41,14
Hakuna,75,31,0,1,25,2,6
Hakuna,16,9,83,45,16,3,0
Hakuna,98,70,88,9,45,58,23
Hakuna,77,99,16,18,53,18,99
Hakuna,74,41,10,3,44,5,0
Hakuna,75,49,30,61,30,35,0
Hakuna,33,45,24,5,33,42,72
Hakuna,94,40,8,70,10,0,6
Hakuna,73,1,89,60,40,12,7
Hakuna,32,28,69,66,51,61,7
Hakuna,5,68,51,7,42,9,3
Hakuna,56,43,66,4,0,4,72
Hakuna,75,99,11,2,2,14,85
Hakuna,54,96,0,0,5,13,1
Hakuna,75,51,1,0,87,6,5
Hakuna,74,10,3,56,0,3,53
Hakuna,93,88,83,14,33,3,0
Hakuna,97,61,2,2,29,7,57
Hakuna,46,40,99,0,27,1,4
Hakuna,64,57,4,86,0,14,39
Hakuna,77,40,0,74,17,5,7
Hakuna,86,99,22,7,3,4,7
Hakuna,46,14,0,60,41,9,7
Hakuna,74,85,15,6,59,12,36
Hakuna,79,19,73,49,3,51,0
Hakuna,95,47,93,1,19,4,0
Hakuna,66,43,7,3,1,3,1
Hakuna,92,31,4,61,0,74,8
Hakuna,27,96,0,3,1,24,1
Hakuna,29,91,0,18,59,93,3
Hakuna,77,99,0,3,61,5,24
Hakuna,2,37,15,63,22,6,10
Hakuna,1,40,67,0,61,16,82
Hakuna,80,98,16,4,38,0,13
Hakuna,4,73,60,3,80,16,1
Hakuna,1,7,5,15,62,71,87
Hakuna,99,37,18,61,0,2,3
Hakuna,85,43,14,10,7,92,84
Hakuna,40,0,6,0,44,0,92
Hakuna,20,34,1,0,2,91,0
Hakuna,94,31,19,50,43,15,72
Hakuna,64,21,65,87,1,2,4
Hakuna,74,97,28,11,0,29,96
Hakuna,74,3,36,56,35,3,5
Hakuna,97,47,44,75,0,25,73
Hakuna,95,91,22,7,7,1,6
Hakuna,37,95,4,26,79,10,0
Hakuna,49,98,12,3,26,12,6
Hakuna,77,16,57,49,21,10,5
Hakuna,75,37,2,0,13,56,15
Hakuna,2,96,9,2,85,0,2
Hakuna,16,60,0,3,49,82,0
Hakuna,3,96,16,0,23,66,15
Hakuna,96,72,12,0,3,22,0
Hakuna,38,77,17,5,70,6,10
Hakuna,74,35,95,89,33,4,1
Hakuna,76,47,76,49,23,40,1
Hakuna,43,91,3,14,11,0,6
Hakuna,71,40,21,94,1,3,66
Hakuna,3,44,3,1,16,0,2
Hakuna,38,15,61,58,23,5,6
Hakuna,88,81,6,2,3,67,11
Hakuna,75,90,45,99,1,5,26
Hakuna,78,91,24,2,35,18,23
Hakuna,50,98,14,5,49,6,96
Hakuna,72,99,18,8,7,19,11
Hakuna,97,97,24,47,64,56,3
Hakuna,55,47,16,9,82,3,34
Hakuna,16,98,24,21,19,3,17
Hakuna,57,50,83,1,52,99,28
Hakuna,98,49,14,4,29,12,56
Hakuna,45,40,5,47,0,0,62
Hakuna,98,46,38,3,56,82,0
Hakuna,37,51,19,1,90,2,8
Hakuna,94,73,19,49,10,3,0
Hakuna,76,85,17,6,57,12,28
Hakuna,52,87,5,9,0,0,0
Hakuna,2,47,20,6,19,1,0
Hakuna,75,86,21,27,1,9,10
Hakuna,14,76,5,6,27,29,0
Hakuna,46,40,10,2,0,22,1
Hakuna,36,52,92,2,49,71,2
Hakuna,86,93,27,38,7,69,0
Hakuna,59,57,50,0,32,43,9
Hakuna,76,50,1,0,57,5,2
Hakuna,8,37,6,73,38,25,35
Hakuna,98,97,30,50,15,1,95
Hakuna,1,99,14,3,29,4,12
Hakuna,92,96,22,11,76,13,69
Hakuna,20,99,17,84,0,15,39
Hakuna,0,59,80,1,29,0,2
Hakuna,0,75,19,7,23,0,87
Hakuna,64,96,0,3,2,41,4
Hakuna,25,65,15,5,60,18,7
Hakuna,76,49,22,10,14,4,18
Hakuna,67,1,0,46,7,8,17
Hakuna,97,80,0,0,0,72,0
Hakuna,3,36,16,1,6,87,86
Hakuna,0,0,53,9,77,17,1
Hakuna,2,34,62,45,84,91,0
Hakuna,57,46,32,48,21,49,5
Hakuna,99,76,16,0,38,65,1
Hakuna,90,95,18,21,2,17,75
Hakuna,64,68,17,0,37,3,14
Hakuna,8,72,62,11,76,30,0
Hakuna,75,42,5,5,6,77,77
Hakuna,91,46,29,9,22,23,4
Hakuna,75,90,85,10,20,18,10
Hakuna,63,99,2,6,94,2,0
Hakuna,56,42,46,85,60,22,1
